"";"ans1";"Biospheric-1biospheric";"Biospheric-2biospheric";"Biospheric-3biospheric";"Biospheric-4biospheric";"commCheck";"concernClimate1";"concernClimate2";"dummy_informedconsent";"education";"feedback_critic";"ID";"lrscale";"mean_BiosphericValues";"mean_CCCprobability";"mean_CET";"mean_PolicyItems";"mean_RiskPerception";"meta.devicePixelRatio";"meta.language";"meta.locale";"meta.platform";"meta.screen_height";"meta.screen_width";"meta.scroll_height";"meta.scroll_width";"meta.timeZone";"meta.timezoneOffset";"meta.userAgent";"meta.window_innerHeight";"meta.window_innerWidth";"policyItems-1";"policyItems-2";"policyItems-3";"policyItems-4";"policyItems-5";"policyItems-6";"policyItems-7";"policyItems-8";"probabilityClimate1";"probabilityClimate2";"PROLIFIC_PID";"Risk-1riskProb";"Risk-2riskProb";"Risk-3riskProb";"Risk-4riskProb";"rlgdgr";"total_min_prolific_t2";"CAM_ID";"participantCAM";"mean_valence_macro";"mean_valence_normed_macro";"density_macro";"transitivity_macro";"centr_degree_macro";"centr_clo_macro";"centr_betw_macro";"centr_eigen_macro";"meanDistance_directed_macro";"meanDistance_undirected_macro";"diameter_weighted_undirected_macro";"diameter_unweighted_undirected_macro";"diameter_unweighted_directed_macro";"num_nodes_macro";"num_nodes_pos_macro";"num_nodes_neg_macro";"num_nodes_neut_macro";"num_nodes_ambi_macro";"num_edges_macro";"num_edges_solid_macro";"num_edges_dashed_macro";"num_edges_invaliddashed_macro";"meanWeightEdges_macro";"reciprocity_macro";"assortativity_valence_macro";"assortativityDegree_macro";"degreetot_micro_ClimateChange";"valence_micro_ClimateChange";"centr_clo_micro_ClimateChange";"transitivity_micro_ClimateChange";"country"
"51";"Klimawandel hat mehr Nachteile als Vorteile, also siehst immer negativ für mich aus,deswegen meine Mind-Map hat -0.08 emotionale Bewertung.";8;8;8;8;1;6;6;1;"highschool";"";51;"4";8;6,25;0,12;5,875;5;1,25;"tr-TR";"tr";"Win32";864;1536;436;1536;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";707;1536;6;5;6;6;6;6;6;6;6;7;"65170df8def70fb50be8068e";5;5;5;5;"4";21,15;"913fb7b0-4f46-4184-977c-8692f506cdf7";"noID";-0,0833333333333333;0;0,166666666666667;0;0,560606060606061;0,718920454545455;0,879338842975207;0,764937147369057;2,21212121212121;2,21212121212121;4;4;4;12;5;5;1;1;11;11;0;0;1;1;-0,238605898123325;-0,655913978494624;8;0;1;0;"Germany"
"52";"Ich habe mich auf die negative Konzepte kontzentriert, weil das ist, was mir Sorgen macht und wo ich oft darüber nachdenke.";5;3;3;2;1;2;4;1;"bachelor";"";52;"7";3,25;3,25;0,72;3,5;4,25;1;"en-US";"en-US";"Linux x86_64";1080;1920;435;1850;"Europe/Berlin";-60;"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:120.0) Gecko/20100101 Firefox/120.0";968;1850;7;2;4;2;5;2;1;5;3;4;"6463402e2e37bb8a9b62e55a";5;5;4;3;"8";27,4333333333333;"1e35084d-5dfa-4729-b154-470264ae32f5";"noID";-0,615384615384615;-0,153846153846154;0,230769230769231;0,236842105263158;0,685897435897436;0,832927672888076;0,818181818181818;0,699154888137377;3,12820512820513;3,12820512820513;6;3;3;13;3;5;1;4;18;15;3;0;1,72222222222222;1;-0,0640394088669957;-0,61126213592233;11;0;1;0,0909090909090909;"Germany"
"53";"Ich habe alle Pro´s und Contra´s aufgeschrieben die mir eingefallen sind. Evtl. liegt es daran das ich eher an die lösungen gedacht habe anstatt auf die Ursachen.";9;9;9;9;1;6;5;1;"highschool";"Kein Feedback zu verkünden.";53;"6";9;6,25;0,44;4,5;5,5;0,8451;"de";"de-DE";"Win32";909;1616;435;1616;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0";594;1616;7;5;7;1;7;1;1;7;7;7;"6532825749ca31d35c5cc482";5;7;5;5;"3";26,15;"9a067d18-4333-4889-8775-710010841818";"noID";0,384615384615385;0,230769230769231;0,153846153846154;0;0,846153846153846;1;1;0,775990762260204;4,46153846153846;4,46153846153846;6;2;2;13;7;4;1;1;12;7;5;0;2,41666666666667;1;-0,72972972972973;-1;12;0;1;0;"Germany"
"54";"Ich denke, Klimawandel ist ein natürliches Phänomen, auf das die Menschen wenig bis keinen Einfluss haben. Daher stehe ich dem Thema insgesamt eher positiv gegenüber.";9;9;7;8;1;2;1;1;"master";"";54;"9";8,25;2;0;1,875;2,75;1,25;"de";"de-DE";"Linux x86_64";864;1536;435;1536;"Europe/Berlin";-60;"Mozilla/5.0 (X11; Linux x86_64; rv:120.0) Gecko/20100101 Firefox/120.0";696;1536;6;1;1;1;1;1;3;1;2;3;"654b4a0e936bc8d3c57bfbf0";2;4;2;3;"4";24,7;"2d79179b-01ae-46e9-8d92-cacf0e1bf65f";"noID";0,230769230769231;0,0769230769230769;0,153846153846154;0;0,429487179487179;0,627100430041607;0,827020202020202;0,760834496995833;3,82051282051282;3,82051282051282;9;4;4;13;6;5;1;1;12;11;1;1;1,5;1;-0,00934579439252423;-0,479638009049774;7;0;1;0;"Germany"
"55";"Die Mindmap war positiv weil ich mit den Kästchen aufzeigen wollte, was der einzelne selbst zum Klimaschutz beitragen kann.";8;7;3;9;1;5;1;1;"no";"";55;"6";6,75;3,75;0,44;2,75;4,25;1;"de-DE";"de";"Win32";1080;1920;435;1920;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";923;1920;1;1;1;1;4;1;6;7;4;5;"5cb19af6c642510015463de2";6;4;3;4;"3";24,6;"68f1c29f-8b65-4432-a16d-5862bdf91502";"noID";1,23076923076923;0,538461538461538;0,358974358974359;0,478991596638655;0,391025641025641;0,509895290780458;0,263299663299663;0,557963287725036;3,19230769230769;3,19230769230769;7;3;3;13;8;1;1;3;28;21;7;3;2,03571428571429;1;0,169539078156311;-0,251485148514852;6;0;0,833333333333333;0,333333333333333;"Germany"
"56";"Ich verbinde mit Klimawandel eher negative Dinge.";8;7;7;9;1;5;4;1;"master";"";56;"8";7,75;4,75;0,72;4,875;5;1,25;"de";"de";"Win32";864;1536;436;1536;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";747;1536;6;4;4;4;5;4;6;6;5;5;"62837113d02e5a491c699e3e";5;5;5;5;"7";18,1166666666667;"d0903776-398b-4a26-b82a-d74850fb3359";"noID";-0,416666666666667;-0,0833333333333333;0,166666666666667;0;0,833333333333333;1;1;0,76833752096446;2,66666666666667;2,66666666666667;5;2;2;12;5;6;1;0;11;11;0;0;1,45454545454545;1;-0,810126582278481;-1;11;0;1;0;"Germany"
"57";"ich denke das resultiert einfach daraus, dass man oft negatives über dieses Thema mitbekommt und deswegen einfach mehr negative Sachen damit assoziiert.";7;7;8;6;1;6;5;1;"highschool";"";57;"6";7;5,25;0,32;3,875;5,75;1;"de-DE";"de-DE";"MacIntel";900;1440;435;1199;"Europe/Berlin";-60;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15";820;1199;6;1;6;3;6;2;1;6;4;6;"655d07644de589383042fb39";7;6;5;5;"8";19,55;"27ceb7fe-ae13-4fa1-8d54-3ee29bfd4654";"noID";-0,428571428571429;-0,142857142857143;0,142857142857143;0;0,241758241758242;0,456927581733436;0,700197238658777;0,721472565065562;5,62637362637363;5,62637362637363;11;5;5;14;4;6;1;3;13;9;4;0;2,07692307692308;1;-0,512465373961218;-0,48477157360406;5;0;1;0;"Germany"
"58";"Mit dem Begriff verbinde ich viele soziale Ängste und gesellschaftliche Gefahren. Positive Aspekte gibt es für mich dort weniger. ";9;9;9;9;1;7;7;1;"highschool";"";58;"5";9;7;0,68;6,75;6,25;2;"de-DE";"de";"MacIntel";832;1441;435;1440;"Europe/Berlin";-60;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";825;1440;7;7;7;6;6;7;7;7;7;7;"6488afe97766c9083ffc3171";6;6;7;6;"2";20,95;"3ba4cc8c-cd9a-4367-b8cd-c311abcbb12d";"noID";-1,05555555555556;-0,5;0,111111111111111;0;0,183006535947712;0,464392371658853;0,740484429065744;0,746726910333588;4,42483660130719;4,42483660130719;8;5;5;18;3;12;3;0;17;16;1;0;1,23529411764706;1;0,450346420323326;-0,163157894736843;5;0;1;0;"Germany"
"59";"Klimawandel ist meiner Meinung nach ein Thema, bei dem einzelne Meinungen groß gemacht werden allerdings Interessen der breiten Masse im Hintergrund verschwinden. Beispielsweise ist es in Deutschland nicht möglich komplett mit dem öffentlichen Nahverkehr zu reisen obwohl dies wohl die Idealvorstellungen sind.
Außerdem ist Greenwashing ein Thema.
Des weiteren sind Klimaveränderungen schon immer auf unserer Erde vorhanden gewesen, was in diesem Kontext immer betrachtet werden muss. D.h. uns ist es als Mensch nicht möglich darüber hinaus in das globale Klima einzugreifen sondern wir müssen versuchen möglichst gut damit umzugehen.";7;6;6;6;1;2;2;1;"highschool";"Interessant gemacht mit der Mind-Map!";59;"8";6,25;2,25;1;2,375;3;1;"en";"de";"Win32";1440;2560;435;2560;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";1315;2560;5;1;1;1;4;5;1;1;2;3;"647655dfd55c07c30b1537ab";3;4;2;3;"11";16,8;"71c53de2-f223-4ce3-8c84-9bf2767bba07";"noID";-0,538461538461538;-0,230769230769231;0,153846153846154;0;0,179487179487179;0,504589757221336;0,712121212121212;0,686410023383348;6,07692307692308;6,07692307692308;10;4;4;13;4;7;1;1;12;7;5;3;2,16666666666667;1;0,151125401929261;-0,2;4;0;1;0;"Germany"
"60";"Der Klimawandel und die mangelhafte globale Reaktion auf diesen deuten auf eher schwere, instabile Zeiten hin, die vielen Menschen das Leben erschweren und ebenfalls viele Menschen das Leben kosten werden. Ich kann aktuell an keine dramatischere, greifbarere Bedrohung denken, mit der sich die Menschheit konfrontiert sieht. Eine überwiegend positive Mind-Map kann ich mir angesichts alldem nur schwer vorstellen.";8;9;9;6;1;7;5;1;"highschool";"";60;"3";8;6,5;0,4;5,625;6;1;"de-DE";"de";"Win32";1080;1920;435;1920;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";931;1920;7;7;7;4;7;2;6;5;7;7;"65170641ac562bb61fb8e647";7;7;5;5;"1";37,6666666666667;"227b9ae5-f3bd-4a90-bb66-1bca4091f3f0";"noID";-1,36842105263158;-0,473684210526316;0,181286549707602;0,3;0,207602339181287;0,381305893097539;0,525054466230937;0,609623541202747;3,67251461988304;3,67251461988304;8;6;6;19;5;14;0;0;31;28;3;0;1,58064516129032;1;0,663043478260867;-0,291666666666667;6;-3;1;0,2;"Germany"
"61";"weil ich bei der Thema über die ich geschrieben hab, noch mehr negatives als positives sehe";9;8;9;8;1;7;7;1;"master";"";61;"7";8,5;6,75;0,16;4,5;6,75;1,25;"hr-HR";"de";"Win32";960;1536;436;1536;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";803;1536;7;3;6;4;7;1;4;4;6;7;"655a1fdedea00c26288804ba";7;7;7;6;"4";32,45;"78f7165a-67b8-4c36-aa58-0e4a3fd65236";"noID";-0,692307692307692;-0,230769230769231;0,166666666666667;0;0,0833333333333333;0,24332271877427;0,46969696969697;0,630336146940287;3,56410256410256;3,56410256410256;8;8;8;13;4;7;1;1;13;13;0;1;1;1;-0,0129870129870155;-0,130434782608695;3;0;1;0;"Germany"
"62";"Ich sehe alles auf die Positive Seite.";7;9;8;7;1;4;4;1;"bachelor";"";62;"3";7,75;4,75;0,28;4,5;5,75;1,25;"en-US";"en-US";"Win32";864;1536;436;1536;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";730;1536;7;2;6;1;6;2;6;6;5;6;"6516d4559fa6dba6b35395ac";6;7;3;7;"7";34,0666666666667;"42e5bc0d-cb3d-4851-9bb4-519fd01fb9df";"noID";0,692307692307692;0,230769230769231;0,192307692307692;0,121621621621622;0,807692307692308;0,974419519874066;0,938131313131313;0,741979626948342;1,80769230769231;1,80769230769231;2;2;2;13;7;4;2;0;15;15;0;0;1;1;-0,636363636363636;-0,776315789473684;12;0;1;0,0454545454545455;"Germany"
"63";"Da der Klimawandel überwiegend negative Auswirkungen hat.";6;9;8;6;1;5;4;1;"highschool";"";63;"6";7,25;4,25;0,8;4,875;5,5;1,25;"de";"de-DE";"Win32";864;1536;435;1536;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0";739;1536;7;1;6;2;7;5;5;6;4;4;"60060089125e50636ad6719e";6;6;5;5;"1";22,4;"3e31a23c-baec-4bbf-9fc4-fba6cd191f6d";"noID";-0,684210526315789;-0,157894736842105;0,134502923976608;0,0845070422535211;0,421052631578947;0,609398262355752;0,791545630597918;0,770437974021701;4,48538011695906;4,48538011695906;9;4;4;19;6;9;4;0;23;9;14;7;1,82608695652174;1;-0,128065395095367;-0,331512834516658;10;0;1;0,0222222222222222;"Germany"
"64";"Ich empfinde den Klimawandel als etwas äußerst Negatives und mache mir große Sorgen darum. Es fällt mir schwer, die positven Ansatzpunkte zu sehen, wenn ich daran denke, wozu der Klimawandel führen wird. ";9;9;9;8;1;7;7;1;"master";"";64;"2";8,75;6,75;0,6;6,375;6,75;1,25;"de";"de-DE";"Win32";864;1536;435;1536;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0";684;1536;7;7;5;6;7;6;7;6;6;7;"5fbe72941cf1d201bc50c1d4";7;7;6;7;"1";28,3;"0cab9b71-ab7a-4112-a5f1-64eb9c8fc8d7";"noID";-1;-0,357142857142857;0,241758241758242;0,352941176470588;0,296703296703297;0,375484181379621;0,358645627876397;0,659180453107417;3,73626373626374;3,73626373626374;8;4;4;14;3;8;0;3;22;17;5;0;1,90909090909091;1;-0,00380228136882199;-0,326788218793829;5;-3;1;0,3;"Germany"
"65";"Zum Klimawandel fielen mir mehr negative Punkte ein.
Positive Punkte sind nur schwer als einzelperson zu erreichen.";8;7;8;4;1;5;4;1;"highschool";"";65;"3";6,75;4,5;0,76;5;5;1;"de-DE";"de";"Win32";1080;1920;435;1920;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";955;1920;7;2;7;4;7;3;3;7;3;6;"6550dd36abf6cccaa5bace83";6;6;3;5;"7";25,1666666666667;"c976ad57-9f31-4cfc-b573-90992bfd8255";"noID";-0,4;-0,133333333333333;0,133333333333333;0;0,438095238095238;0,381733388766755;0,688383045525903;0,767005967274795;7,94285714285714;7,94285714285714;12;4;4;15;6;8;1;0;14;13;1;0;3;1;0,505300353356888;-0,944444444444445;2;0;0,961538461538461;0;"Germany"
"66";"Den Klimawandel empfinde ich mit all seinen Gefahren und verbundenen Emotionen als sehr negativ. Wenn ich mich mit ihm befasse, überfällt mich Kummer und Hoffnungslosigkeit. Trotz dessen glaube ich, dass es noch Hoffnung gibt, um die Folgen des Klimawandels zumindest etwas hinauszuzögern.";9;9;9;6;1;7;7;1;"no";"";66;"2";8,25;6,75;0,24;5,625;5,5;2;"de-DE";"de";"MacIntel";900;1440;435;1380;"Europe/Berlin";-60;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0";754;1380;7;3;7;6;7;1;7;7;6;7;"6517fb8c213462dc2254c0b1";7;7;3;5;"1";15,8833333333333;"a66c9a8d-bc5d-417d-8d78-288fc47fdf93";"noID";-1,53846153846154;-0,538461538461538;0,166666666666667;0,115384615384615;0,25;0,462041116375482;0,611111111111111;0,651843641426868;5,64102564102564;5,64102564102564;10;4;4;13;2;9;0;2;13;12;1;0;2,23076923076923;1;-0,0196078431372588;-0,612903225806452;4;-3;1;0,166666666666667;"Germany"
"67";"Da die Auswirkungen vom Klimawandel überwiegend schlecht sind";7;9;9;7;1;6;6;1;"master";"";67;"7";8;6;0,64;4,5;5,75;1,5;"de-DE";"de";"Win32";720;1280;436;1280;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";593;1280;7;2;5;3;7;1;4;7;6;6;"63b87d2c9edd47ad702413a1";6;7;5;5;"1";60,5666666666667;"a9884810-f6bf-41cd-88e3-7da3d7fe3fef";"noID";-1;-0,428571428571429;0,153846153846154;0;0,153846153846154;0,476265632515632;0,630177514792899;0,648731068840394;4,49450549450549;4,49450549450549;8;4;4;14;4;10;0;0;14;14;0;0;1,64285714285714;1;0,80952380952381;-0,431309904153354;4;-2;1;0;"Germany"
"68";"Weil das Wort Klimawandel schon negativ ist";6;7;5;6;1;3;3;1;"highschool";"";68;"4";6;3,5;0,68;4,375;4;1,75;"en-US";"en-150";"Win32";1235;2195;435;2187;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0";1079;2187;5;3;4;6;5;3;6;3;5;3;"63cfbea470ab1bba9db30082";4;4;6;2;"7";29,1;"eeeb8779-21db-4e3a-a7a1-eaad743d87f3";"noID";-0,714285714285714;-0,214285714285714;0,153846153846154;0,125;0,153846153846154;0,392201662925124;0,590729783037475;0,697294808946883;4,07692307692308;4,07692307692308;8;6;6;14;5;8;1;0;14;11;3;0;1,5;1;0,0914454277286151;-0,418300653594772;4;0;1;0,166666666666667;"Germany"
"69";"ıch habe es in schlechter laune gemacht";9;9;9;9;1;1;5;1;"bachelor";"";69;"1";9;3,5;0,44;4,75;4,25;1,5;"tr";"tr";"Win32";934;1494;436;1494;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";765;1494;7;1;7;7;7;1;1;7;1;7;"6523fae070b5614ae54067eb";4;7;1;5;"1";40,2333333333333;"8bc90396-d0e6-4bb3-b3af-2b52bd895b4d";"noID";-1,61538461538462;-0,769230769230769;0,217948717948718;0,236842105263158;0,282051282051282;0,377067533580452;0,47516835016835;0,699590077739283;2,56410256410256;2,56410256410256;5;5;5;13;1;11;1;0;17;17;0;1;1;1;-0,062500000000001;-0,160317460317461;6;0;0,954545454545454;0,2;"Germany"
"70";"Weil Klimawandel extrem negativ ist und deswegen sind die meisten Konzepte, die ich damit verbinden, auch negativ.";5;7;7;5;1;5;5;1;"bachelor";"";70;"5";6;5,75;0,2;5,125;6,25;1,5;"pt-BR";"pt-BR";"Win32";720;1280;436;1280;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";563;1280;7;5;7;2;7;4;2;7;6;7;"628001fc615d598b23b85c6c";7;6;6;6;"5";35,6166666666667;"29291e7f-1682-4841-b760-c509e9ee54bb";"noID";-1,38461538461538;-0,615384615384615;0,153846153846154;0;0,846153846153846;1;1;0,775990762260204;4,61538461538461;4,61538461538461;6;2;2;13;2;10;0;1;12;9;3;0;2,5;1;-0,014084507042243;-1;12;-3;1;0;"Germany"
"71";"Klimawandel ist kein schönes Thema. Weder die Ignoranz der Bevölkerungen und Regierungen weltweit, noch die Folgen, die im Verbund mit der Erderwärmung in Verbindung stehen sind erfreulich.";9;9;8;9;1;7;3;1;"bachelor";"Ich möchte meine Entscheidungen bezüglich der Belohnungen erläutern. Den Verbrauch von einer Autofahrt egal ob 2kg oder 9kg CO2 ist nicht riesig. Das Eintrichtern der Bevölkerung, dass man selbst die Verantwortung habe, wenn tatsächlich der Großteil von großen Firmen verursacht, stört mich sehr.";71;"4";8,75;5,75;1;4,75;6,75;1;"de-DE";"de";"Win32";1080;1920;435;1920;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";953;1920;7;2;7;2;7;1;5;7;6;7;"65385f165d9e107d07d7c3f5";7;7;6;7;"1";32,7833333333333;"b2e0a568-37f0-460f-bccd-c87a49bd50d0";"noID";-3;-1;0,538461538461538;0,625;0,461538461538462;0,659828548644338;0,167108585858586;0,415018852890839;4,33333333333333;4,33333333333333;6;2;2;13;0;13;0;0;42;42;0;0;2,97619047619048;1;NA;-0,463552021206096;4;-3;0,6;1;"Germany"
"72";"Der Klimawandel hat keine positiven Aspekte in meinen Augen";8;7;8;7;1;7;6;1;"master";"";72;"6";7,5;6,75;0,72;4,625;6,5;1;"de";"de-DE";"Win32";1200;1920;435;1872;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0";1086;1872;7;1;5;5;7;1;4;7;7;7;"65367487f0d1c1607d3665c9";7;7;6;6;"8";21,1333333333333;"c7e8f266-7a4d-4418-bff7-83fcb1d198da";"noID";-2,76923076923077;-0,923076923076923;0,333333333333333;0,333333333333333;0,5;0,604301692459587;0,406228956228956;0,589029733534097;4,84615384615385;4,84615384615385;8;3;3;13;0;12;1;0;26;26;0;0;2,88461538461538;1;-0,238095238095237;-0,361747243426633;10;0;1;0,222222222222222;"Germany"
"73";"Weil das Thema Klimawandel für mich ein negatives Thema ist, das nur mit Risiken und Bedrohungen verbunden ist und nicht mit Chancen. ";8;8;8;7;1;7;6;1;"master";"";73;"4";7,75;6,75;0,44;5,875;6;1;"de";"de-DE";"Win32";1200;1920;435;1912;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0";1086;1912;7;7;6;6;7;1;7;6;7;7;"63c011a88d2fc0b0b50b51fb";7;7;5;5;"1";18,8;"126464bf-d7ba-4994-9b47-95b10a8c1fc6";"noID";-1;-0,285714285714286;0,164835164835165;0,25;0,142857142857143;0,325120586268759;0,512820512820513;0,654107567669576;7,42857142857143;7,42857142857143;17;7;7;14;5;9;0;0;15;10;5;1;2,4;1;-0,111111111111107;-0,217948717948719;4;-3;1;0,166666666666667;"Germany"
"74";"Ich verbinde leider überwiegend negative Aspekte und Gefühle in Bezug auf Klimawandel.";6;7;9;3;1;6;5;1;"bachelor";"";74;"5";6,25;5,75;0,24;5,5;5,75;1;"de-DE";"de";"Win32";1080;1920;435;1920;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";923;1920;7;4;6;6;7;2;6;6;5;7;"61123681461c3abe26ab1bd3";7;7;4;5;"1";32,4;"b326cdc9-35f9-49ca-91ca-af5836d74982";"noID";-0,769230769230769;-0,307692307692308;0,153846153846154;0;0,346153846153846;0,578244514106583;0,784090909090909;0,741952649166942;4,15384615384615;4,15384615384615;6;4;4;13;3;7;1;2;12;12;0;0;1,5;1;-0,46236559139785;-0,4;6;0;1;0;"Germany"
"75";"Weil das ganze Themenfeld von Katastrophen-Fanatikern negativ aufgeladen ist.";4;8;7;8;1;1;1;1;"master";"";75;"11";6,75;1;0,48;1,75;1,25;1;"en-US";"de";"Win32";864;1536;435;1920;"Europe/Berlin";-60;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";869;1920;5;1;3;1;1;1;1;1;1;1;"63616e1a4ed774ed3612fee8";1;2;1;1;"3";13,1333333333333;"11ffbf41-117f-4ac6-b2ee-264e36fce9e3";"noID";-0,384615384615385;-0,0769230769230769;0,153846153846154;0;0,179487179487179;0,468182136474819;0,685606060606061;0,690363171835452;2,87179487179487;2,87179487179487;5;5;5;13;3;4;5;1;12;12;0;1;1;1;0,172413793103448;-0,0778443113772446;4;-3;1;0;"Germany"
"76";"I do feel that a lot of contributing factors to Climate change tends to be very negative. So I feel that my mind-map reflects that aspect";5;4;5;4;1;1;1;1;"no";"No I do not have any issues with this study. ";1;"11";4,5;1,75;1;2,25;2;1;"en-US";"en-US";"Win32";1080;1920;435;1920;"America/Los_Angeles";480;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";963;1920;5;1;3;1;3;1;1;3;2;3;"63dd3dd2593c92be97d8dbde";2;2;2;2;"9";15,8833333333333;"a3dd05cf-2eed-4199-a426-af4c7d84379a";"noID";-0,769230769230769;-0,307692307692308;0,269230769230769;0,508474576271186;0,314102564102564;0,321449152605339;0,397306397306397;0,664614595490461;4,66666666666667;4,66666666666667;10;4;4;13;3;7;1;2;21;21;0;0;2,47619047619048;1;0,167400881057269;-0,301731996353691;2;0;0,869565217391304;0;"USA"
"77";"because most ideas related to climate change are negative. on one path you lower peoples freedom, wealth and quality of living to protect the environment and try to stabilize climate. on the other path you do nothing and have more extreme weather, worse habitats, less species and worse air quality.";2;2;2;2;1;1;1;1;"bachelor";"";2;"11";2;1,75;1;1;4;1,25;"en-US";"en-US";"Win32";1152;2048;179;1022;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0";1026;1022;1;1;1;1;1;1;1;1;1;4;"606604f1ca47696cf97529c0";4;4;4;4;"11";30,6166666666667;"98dfde15-15f8-4d00-8c90-f4da8b066c52";"noID";-1,61538461538462;-0,461538461538462;0,153846153846154;0;0,179487179487179;0,504589757221336;0,712121212121212;0,686410023383348;6;6;10;4;4;13;3;9;1;0;12;9;3;0;2;1;0,218604651162793;-0,2;4;0;1;0;"USA"
